INSERT INTO temp (t, name) VALUES
(71871,'d54'),
(71872,'8jx'),
(71873,'zrk'),
(71874,'oy8'),
(71875,'bsc'),
(71876,'hhp'),
(71877,'pte'),
(71878,'tpj'),
(71879,'wx2'),
(71880,'jur'),
(71881,'cih'),
(71882,'hf9'),
(71883,'rfg'),
(71884,'yyk'),
(71885,'4lt'),
(71886,'414'),
(71887,'5ku'),
(71888,'m2z'),
(71889,'jpr'),
(71890,'x62'),
(71891,'mcg'),
(71892,'mqh'),
(71893,'n91'),
(71894,'tsw'),
(71895,'gm7'),
(71896,'emm'),
(71897,'u91'),
(71898,'y27'),
(71899,'s6k'),
(71900,'bz9'),
(71901,'hzq'),
(71902,'omc'),
(71903,'bu3'),
(71904,'swa'),
(71905,'tnj'),
(71906,'gjk'),
(71907,'vhe'),
(71908,'i4k'),
(71909,'huv'),
(71910,'9tl'),
(71911,'15p'),
(71912,'ox8'),
(71913,'frm'),
(71914,'eho'),
(71915,'pb8'),
(71916,'771'),
(71917,'hcu'),
(71918,'bx6'),
(71919,'13d'),
(71920,'3y6'),
(71921,'7rz'),
(71922,'mbl'),
(71923,'p7f'),
(71924,'duz'),
(71925,'l1c'),
(71926,'no4'),
(71927,'1oq'),
(71928,'42q'),
(71929,'i7n'),
(71930,'v4f'),
(71931,'tyh'),
(71932,'12e'),
(71933,'3hs'),
(71934,'eoh'),
(71935,'3c6'),
(71936,'jxr'),
(71937,'mg2'),
(71938,'bpv'),
(71939,'kax'),
(71940,'f8n'),
(71941,'j7q'),
(71942,'nrr'),
(71943,'h5f'),
(71944,'6if'),
(71945,'v9t'),
(71946,'1cl'),
(71947,'dsq'),
(71948,'g3l'),
(71949,'ojf'),
(71950,'ovd'),
(71951,'8n2'),
(71952,'x7o'),
(71953,'yrl'),
(71954,'ygr'),
(71955,'h38'),
(71956,'pf7'),
(71957,'pi4'),
(71958,'y9v'),
(71959,'bxp'),
(71960,'ivy'),
(71961,'cg6'),
(71962,'n9u'),
(71963,'9zn'),
(71964,'pxw'),
(71965,'mbs'),
(71966,'1a6'),
(71967,'hsg'),
(71968,'l5t'),
(71969,'hfs'),
(71970,'bym'),
(71971,'57o'),
(71972,'6mv'),
(71973,'evl'),
(71974,'cst'),
(71975,'ktt'),
(71976,'58z'),
(71977,'76e'),
(71978,'7gx'),
(71979,'lkb'),
(71980,'xrt'),
(71981,'cym'),
(71982,'jgs'),
(71983,'9tt'),
(71984,'k8y'),
(71985,'ryd'),
(71986,'zty'),
(71987,'83w'),
(71988,'qva'),
(71989,'w22'),
(71990,'67b'),
(71991,'m2l'),
(71992,'q9a'),
(71993,'a1d'),
(71994,'3ry'),
(71995,'pnc'),
(71996,'j5y'),
(71997,'oqo'),
(71998,'986'),
(71999,'f7n'),
(72000,'ubw'),
(72001,'wid'),
(72002,'2sc'),
(72003,'xaa'),
(72004,'ccq'),
(72005,'gvs'),
(72006,'swj'),
(72007,'7q5'),
(72008,'nrk'),
(72009,'ybs'),
(72010,'3a7'),
(72011,'dlr'),
(72012,'wmd'),
(72013,'73m'),
(72014,'i1z'),
(72015,'8n3'),
(72016,'tdj'),
(72017,'9qa'),
(72018,'nhi'),
(72019,'v3p'),
(72020,'yf4'),
(72021,'pie'),
(72022,'ydd'),
(72023,'cz6'),
(72024,'gr3'),
(72025,'8t2'),
(72026,'5el'),
(72027,'n3g'),
(72028,'e4y'),
(72029,'ujf'),
(72030,'va5'),
(72031,'6dz'),
(72032,'yig'),
(72033,'3pm'),
(72034,'5ap'),
(72035,'shf'),
(72036,'pkg'),
(72037,'h4n'),
(72038,'azv'),
(72039,'b4g'),
(72040,'znn'),
(72041,'x7y'),
(72042,'rzg'),
(72043,'pgp'),
(72044,'8yr'),
(72045,'j5q'),
(72046,'sk4'),
(72047,'pfd'),
(72048,'1vn'),
(72049,'jwd'),
(72050,'a9u'),
(72051,'biy'),
(72052,'x8s'),
(72053,'ewn'),
(72054,'uja'),
(72055,'w36'),
(72056,'138'),
(72057,'ino'),
(72058,'15j'),
(72059,'xcj'),
(72060,'8bt'),
(72061,'8v8'),
(72062,'pcv'),
(72063,'mvz'),
(72064,'vx4'),
(72065,'5jz'),
(72066,'nn9'),
(72067,'3qc'),
(72068,'8cn'),
(72069,'4gn'),
(72070,'8xa'),
(72071,'s6f'),
(72072,'txt'),
(72073,'omn'),
(72074,'r17'),
(72075,'ble'),
(72076,'un7'),
(72077,'bv9'),
(72078,'jht'),
(72079,'yzs'),
(72080,'4uv'),
(72081,'38y'),
(72082,'qvi'),
(72083,'h4d'),
(72084,'h9c'),
(72085,'7mu'),
(72086,'25s'),
(72087,'s1k'),
(72088,'7u2'),
(72089,'lz7'),
(72090,'cyl'),
(72091,'5nh'),
(72092,'zhn'),
(72093,'gd5'),
(72094,'h4z'),
(72095,'ccm'),
(72096,'j6c'),
(72097,'b3i'),
(72098,'4x7'),
(72099,'l2o'),
(72100,'z7m'),
(72101,'huq'),
(72102,'tuo'),
(72103,'5vf'),
(72104,'7bi'),
(72105,'1ys'),
(72106,'xwm'),
(72107,'e33'),
(72108,'6id'),
(72109,'w6g'),
(72110,'5q6'),
(72111,'n2k'),
(72112,'btp'),
(72113,'scu'),
(72114,'luo'),
(72115,'8kh'),
(72116,'9oo'),
(72117,'ijw'),
(72118,'vqy'),
(72119,'bqm'),
(72120,'t7p'),
(72121,'lp5'),
(72122,'s1v'),
(72123,'rxu'),
(72124,'lfl'),
(72125,'mmi'),
(72126,'595'),
(72127,'ev6'),
(72128,'adn'),
(72129,'4bk'),
(72130,'9uv'),
(72131,'cwa'),
(72132,'zk7'),
(72133,'7u8'),
(72134,'axf'),
(72135,'58y'),
(72136,'74l'),
(72137,'57q'),
(72138,'x56'),
(72139,'jrn'),
(72140,'6ot'),
(72141,'4r1'),
(72142,'l4b'),
(72143,'xd4'),
(72144,'jv5'),
(72145,'bpe'),
(72146,'r6d'),
(72147,'qu1'),
(72148,'76y'),
(72149,'fwl'),
(72150,'9fh'),
(72151,'yi2'),
(72152,'eqn'),
(72153,'pb1'),
(72154,'asm'),
(72155,'yye'),
(72156,'mx9'),
(72157,'uau'),
(72158,'r1s'),
(72159,'mcl'),
(72160,'lve'),
(72161,'knb'),
(72162,'xrm'),
(72163,'ems'),
(72164,'1x2'),
(72165,'2xn'),
(72166,'yuf'),
(72167,'zlh'),
(72168,'c73'),
(72169,'uro'),
(72170,'duz'),
(72171,'7yt'),
(72172,'bsd'),
(72173,'xze'),
(72174,'da4'),
(72175,'7xw'),
(72176,'dvb'),
(72177,'dtr'),
(72178,'iv4'),
(72179,'py3'),
(72180,'lp1'),
(72181,'5we'),
(72182,'2cq'),
(72183,'elx'),
(72184,'tbx'),
(72185,'kl3'),
(72186,'5r9'),
(72187,'cje'),
(72188,'7tc'),
(72189,'kag'),
(72190,'bxz'),
(72191,'odv'),
(72192,'mfm'),
(72193,'dxc'),
(72194,'pcz'),
(72195,'3ui'),
(72196,'pyj'),
(72197,'toe'),
(72198,'ck7'),
(72199,'d4t'),
(72200,'2qt'),
(72201,'8mz'),
(72202,'23o'),
(72203,'p5w'),
(72204,'i71'),
(72205,'jhd'),
(72206,'voo'),
(72207,'anh'),
(72208,'ox9'),
(72209,'n9z'),
(72210,'4ag'),
(72211,'22l'),
(72212,'oiy'),
(72213,'v9a'),
(72214,'fsb'),
(72215,'qpe'),
(72216,'3z6'),
(72217,'fys'),
(72218,'s5t'),
(72219,'br4'),
(72220,'mf7'),
(72221,'583'),
(72222,'v68'),
(72223,'ipy'),
(72224,'6s8'),
(72225,'tpd'),
(72226,'kmq'),
(72227,'ryf'),
(72228,'zqd'),
(72229,'vf7'),
(72230,'nr4'),
(72231,'9gy'),
(72232,'wjl'),
(72233,'hq5'),
(72234,'olp'),
(72235,'jwv'),
(72236,'e16'),
(72237,'4cb'),
(72238,'qyu'),
(72239,'nbg'),
(72240,'6el'),
(72241,'ajo'),
(72242,'bld'),
(72243,'nv5'),
(72244,'gcv'),
(72245,'8zr'),
(72246,'8cc'),
(72247,'46h'),
(72248,'div'),
(72249,'ftw'),
(72250,'9f9'),
(72251,'5k1'),
(72252,'5lf'),
(72253,'x6k'),
(72254,'n68'),
(72255,'po5'),
(72256,'3zg'),
(72257,'xde'),
(72258,'2hw'),
(72259,'hta'),
(72260,'iql'),
(72261,'e3l'),
(72262,'his'),
(72263,'rl8'),
(72264,'qjg'),
(72265,'m53'),
(72266,'zvn'),
(72267,'3mk'),
(72268,'szl'),
(72269,'cpu'),
(72270,'vp2'),
(72271,'jh4'),
(72272,'mmq'),
(72273,'lgw'),
(72274,'pax'),
(72275,'7qz'),
(72276,'yjy'),
(72277,'63g'),
(72278,'tin'),
(72279,'jnm'),
(72280,'4f9'),
(72281,'ao4'),
(72282,'9if'),
(72283,'qoc'),
(72284,'zyi'),
(72285,'qat'),
(72286,'867'),
(72287,'ced'),
(72288,'7fp'),
(72289,'ojz'),
(72290,'uc9'),
(72291,'22j'),
(72292,'iey'),
(72293,'fsd'),
(72294,'f5e'),
(72295,'u8s'),
(72296,'sxc'),
(72297,'lzw'),
(72298,'pq2'),
(72299,'re3'),
(72300,'uhb'),
(72301,'445'),
(72302,'v2i'),
(72303,'pod'),
(72304,'tc7'),
(72305,'mvq'),
(72306,'9ne'),
(72307,'31i'),
(72308,'26d'),
(72309,'hj8'),
(72310,'8hx'),
(72311,'4kk'),
(72312,'1pv'),
(72313,'e87'),
(72314,'pfz'),
(72315,'2je'),
(72316,'9b2'),
(72317,'tpw'),
(72318,'dek'),
(72319,'urr'),
(72320,'1tw'),
(72321,'j8i'),
(72322,'clu'),
(72323,'hd9'),
(72324,'6m3'),
(72325,'uxm'),
(72326,'fjm'),
(72327,'djd'),
(72328,'u8q'),
(72329,'1lt'),
(72330,'1uo'),
(72331,'ojk'),
(72332,'19b'),
(72333,'bue'),
(72334,'67s'),
(72335,'wwv'),
(72336,'j33'),
(72337,'a6k'),
(72338,'yg8'),
(72339,'voa'),
(72340,'fef'),
(72341,'x29'),
(72342,'pjg'),
(72343,'xto'),
(72344,'cto'),
(72345,'12l'),
(72346,'slv'),
(72347,'b1n'),
(72348,'paa'),
(72349,'kik'),
(72350,'mp3'),
(72351,'5d5'),
(72352,'l4w'),
(72353,'all'),
(72354,'k3k'),
(72355,'nzn'),
(72356,'x2y'),
(72357,'hoi'),
(72358,'oxe'),
(72359,'xss'),
(72360,'epf'),
(72361,'zdg'),
(72362,'xed'),
(72363,'m6v'),
(72364,'rsf'),
(72365,'9jp'),
(72366,'yr1'),
(72367,'5f6'),
(72368,'j1c'),
(72369,'i1f'),
(72370,'d7a'),
(72371,'nxe'),
(72372,'89t'),
(72373,'s6p'),
(72374,'r17'),
(72375,'o6f'),
(72376,'a6h'),
(72377,'vjl'),
(72378,'3c9'),
(72379,'jyf'),
(72380,'dir'),
(72381,'949'),
(72382,'spp'),
(72383,'xaa'),
(72384,'m28'),
(72385,'sft'),
(72386,'e85'),
(72387,'2s4'),
(72388,'o9l'),
(72389,'rnk'),
(72390,'78j'),
(72391,'k8q'),
(72392,'lzi'),
(72393,'s8f'),
(72394,'2qy'),
(72395,'onc'),
(72396,'qao'),
(72397,'d8i'),
(72398,'y1i'),
(72399,'z6b'),
(72400,'ewc'),
(72401,'xnc'),
(72402,'xi3'),
(72403,'hky'),
(72404,'zgd'),
(72405,'nir'),
(72406,'bf7'),
(72407,'k6l'),
(72408,'d3o'),
(72409,'jrz'),
(72410,'jn3'),
(72411,'z4m'),
(72412,'hmo'),
(72413,'qic'),
(72414,'3c8'),
(72415,'tvo'),
(72416,'8rr'),
(72417,'fel'),
(72418,'zro'),
(72419,'ru3'),
(72420,'h4h'),
(72421,'3bu'),
(72422,'78t'),
(72423,'482'),
(72424,'if2'),
(72425,'dvl'),
(72426,'278'),
(72427,'p4e'),
(72428,'w8s'),
(72429,'2vj'),
(72430,'igg'),
(72431,'l74'),
(72432,'arv'),
(72433,'ypi'),
(72434,'jbt'),
(72435,'j2d'),
(72436,'7cf'),
(72437,'189'),
(72438,'cyf'),
(72439,'9cs'),
(72440,'zqg'),
(72441,'p44'),
(72442,'nzd'),
(72443,'6or'),
(72444,'kjq'),
(72445,'6dh'),
(72446,'qnm'),
(72447,'3k1'),
(72448,'f28'),
(72449,'v7l'),
(72450,'h4g'),
(72451,'7d4'),
(72452,'u7z'),
(72453,'hwp'),
(72454,'bru'),
(72455,'ig4'),
(72456,'617'),
(72457,'mxl'),
(72458,'im9'),
(72459,'mbt'),
(72460,'can'),
(72461,'v63'),
(72462,'ap7'),
(72463,'cnk'),
(72464,'p36'),
(72465,'3sz'),
(72466,'prq'),
(72467,'doe'),
(72468,'zn4'),
(72469,'7y2'),
(72470,'lj1'),
(72471,'xil'),
(72472,'cv6'),
(72473,'ibj'),
(72474,'ik1'),
(72475,'7ra'),
(72476,'8rc'),
(72477,'hlr'),
(72478,'gjr'),
(72479,'l2u'),
(72480,'169'),
(72481,'4jp'),
(72482,'5hf'),
(72483,'gcr'),
(72484,'3c4'),
(72485,'n8j'),
(72486,'9r2'),
(72487,'dm4'),
(72488,'bj5'),
(72489,'df4'),
(72490,'4x9'),
(72491,'efy'),
(72492,'2a4'),
(72493,'3hr'),
(72494,'un4'),
(72495,'gsv'),
(72496,'5mx'),
(72497,'wfl'),
(72498,'qvx'),
(72499,'aw7'),
(72500,'ecp'),
(72501,'ufj'),
(72502,'jl9'),
(72503,'ru9'),
(72504,'6dx'),
(72505,'ys2'),
(72506,'2ku'),
(72507,'spi'),
(72508,'5fd'),
(72509,'n4o'),
(72510,'3pa'),
(72511,'3xo'),
(72512,'mc9'),
(72513,'qr9'),
(72514,'gtq'),
(72515,'1nm'),
(72516,'43l'),
(72517,'69r'),
(72518,'yim'),
(72519,'2k5'),
(72520,'3fv'),
(72521,'xt2'),
(72522,'hop'),
(72523,'4ag'),
(72524,'j3g'),
(72525,'wqg'),
(72526,'i3k'),
(72527,'wqi'),
(72528,'h5o'),
(72529,'fv6'),
(72530,'ei5'),
(72531,'zwd'),
(72532,'ldf'),
(72533,'6d2'),
(72534,'pal'),
(72535,'w75'),
(72536,'ah1'),
(72537,'erx'),
(72538,'fpk'),
(72539,'57x'),
(72540,'avz'),
(72541,'ank'),
(72542,'4br'),
(72543,'ho3'),
(72544,'8dy'),
(72545,'su1'),
(72546,'1af'),
(72547,'gd4'),
(72548,'l1k'),
(72549,'osu'),
(72550,'hwl'),
(72551,'bap'),
(72552,'n1h'),
(72553,'dvj'),
(72554,'wv8'),
(72555,'qpa'),
(72556,'a19'),
(72557,'lik'),
(72558,'bac'),
(72559,'upe'),
(72560,'pgi'),
(72561,'7ol'),
(72562,'jx4'),
(72563,'bym'),
(72564,'y6a'),
(72565,'s5d'),
(72566,'aia'),
(72567,'wwo'),
(72568,'bga'),
(72569,'pel'),
(72570,'b5j'),
(72571,'dyb'),
(72572,'qfc'),
(72573,'l6x'),
(72574,'vkr'),
(72575,'auc'),
(72576,'olz'),
(72577,'fwm'),
(72578,'3vj'),
(72579,'7q7'),
(72580,'okv'),
(72581,'tc2'),
(72582,'cwk'),
(72583,'sio'),
(72584,'pn9'),
(72585,'8v1'),
(72586,'x1c'),
(72587,'q9q'),
(72588,'yuy'),
(72589,'fkg'),
(72590,'qpn'),
(72591,'gza'),
(72592,'akz'),
(72593,'a34'),
(72594,'xc8'),
(72595,'ct3'),
(72596,'r6e'),
(72597,'zb7'),
(72598,'7z7'),
(72599,'ghh'),
(72600,'cqe'),
(72601,'dsm'),
(72602,'hi4'),
(72603,'j86'),
(72604,'aae'),
(72605,'e7a'),
(72606,'7va'),
(72607,'zyn'),
(72608,'fye'),
(72609,'btw'),
(72610,'dqg'),
(72611,'mvw'),
(72612,'mo6'),
(72613,'va7'),
(72614,'sld'),
(72615,'tjg'),
(72616,'14v'),
(72617,'3fw'),
(72618,'xhl'),
(72619,'9hx'),
(72620,'jnq'),
(72621,'co6'),
(72622,'w96'),
(72623,'fg9'),
(72624,'h2y'),
(72625,'q7m'),
(72626,'qci'),
(72627,'6ja'),
(72628,'5tk'),
(72629,'kxm'),
(72630,'i7b'),
(72631,'49i'),
(72632,'4ur'),
(72633,'27m'),
(72634,'bbq'),
(72635,'sbm'),
(72636,'rbx'),
(72637,'fkk'),
(72638,'oml'),
(72639,'gg1'),
(72640,'y5n'),
(72641,'443'),
(72642,'9rj'),
(72643,'63v'),
(72644,'hiv'),
(72645,'upy'),
(72646,'14e'),
(72647,'ck8'),
(72648,'kut'),
(72649,'clj'),
(72650,'43c'),
(72651,'i6f'),
(72652,'v3m'),
(72653,'ncv'),
(72654,'3bm'),
(72655,'ipk'),
(72656,'l9k'),
(72657,'tmg'),
(72658,'xcv'),
(72659,'uk2'),
(72660,'dmk'),
(72661,'fta'),
(72662,'d99'),
(72663,'4rm'),
(72664,'p5v'),
(72665,'t4g'),
(72666,'rm9'),
(72667,'rjx'),
(72668,'r9g'),
(72669,'qc2'),
(72670,'q46'),
(72671,'4qy'),
(72672,'d87'),
(72673,'jwh'),
(72674,'guf'),
(72675,'uyr'),
(72676,'hus'),
(72677,'tzl'),
(72678,'lww'),
(72679,'3d8'),
(72680,'yma'),
(72681,'wq7'),
(72682,'s6n'),
(72683,'6no'),
(72684,'9kt'),
(72685,'1av'),
(72686,'y8m'),
(72687,'1kn'),
(72688,'ery'),
(72689,'u7u'),
(72690,'6nx'),
(72691,'m2t'),
(72692,'vzx'),
(72693,'9yt'),
(72694,'89h'),
(72695,'rwu'),
(72696,'9ob'),
(72697,'3wo'),
(72698,'l5y'),
(72699,'5ph'),
(72700,'1u1'),
(72701,'km3'),
(72702,'s6e'),
(72703,'h1u'),
(72704,'9mw'),
(72705,'cab'),
(72706,'iey'),
(72707,'sbf'),
(72708,'rlx'),
(72709,'c9z'),
(72710,'9fb'),
(72711,'41u'),
(72712,'kht'),
(72713,'3mb'),
(72714,'i8a'),
(72715,'b3q'),
(72716,'ab1'),
(72717,'pcm'),
(72718,'o56'),
(72719,'r9v'),
(72720,'ai3'),
(72721,'fmg'),
(72722,'iit'),
(72723,'kd7'),
(72724,'lb5'),
(72725,'151'),
(72726,'35h'),
(72727,'fyt'),
(72728,'qm3'),
(72729,'i6m'),
(72730,'ze3'),
(72731,'8kh'),
(72732,'r92'),
(72733,'ip2'),
(72734,'m9z'),
(72735,'7sd'),
(72736,'5qc'),
(72737,'iyl'),
(72738,'hp7'),
(72739,'dqd'),
(72740,'kwq'),
(72741,'7yd'),
(72742,'lvd'),
(72743,'y75'),
(72744,'22i'),
(72745,'qab'),
(72746,'lc8'),
(72747,'q89'),
(72748,'yts'),
(72749,'676'),
(72750,'inz'),
(72751,'3hj'),
(72752,'htr'),
(72753,'8be'),
(72754,'26i'),
(72755,'fdp'),
(72756,'wsy'),
(72757,'2uc'),
(72758,'bkp'),
(72759,'lmv'),
(72760,'al5'),
(72761,'s92'),
(72762,'g62'),
(72763,'8ui'),
(72764,'k5k'),
(72765,'6hy'),
(72766,'58n'),
(72767,'4ep'),
(72768,'ri7'),
(72769,'8gh'),
(72770,'i9w'),
(72771,'zgh'),
(72772,'e6o'),
(72773,'htg'),
(72774,'y58'),
(72775,'ujl'),
(72776,'etd'),
(72777,'31p'),
(72778,'mom'),
(72779,'ryv'),
(72780,'8nh'),
(72781,'q86'),
(72782,'cce'),
(72783,'aaw'),
(72784,'dmr'),
(72785,'hr7'),
(72786,'ebh'),
(72787,'maw'),
(72788,'tln'),
(72789,'e3n'),
(72790,'da2'),
(72791,'vyb'),
(72792,'1bi'),
(72793,'q9a'),
(72794,'1mo'),
(72795,'j1g'),
(72796,'y3t'),
(72797,'64j'),
(72798,'vjt'),
(72799,'h2i'),
(72800,'8pt'),
(72801,'q9p'),
(72802,'hoi'),
(72803,'jlv'),
(72804,'vhc'),
(72805,'6i9'),
(72806,'v6c'),
(72807,'in4'),
(72808,'uq2'),
(72809,'6dy'),
(72810,'vn7'),
(72811,'xde'),
(72812,'ug8'),
(72813,'9y8'),
(72814,'fhs'),
(72815,'ls8'),
(72816,'rdw'),
(72817,'ld7'),
(72818,'pir'),
(72819,'gx3'),
(72820,'nve'),
(72821,'yxs'),
(72822,'n9f'),
(72823,'2rl'),
(72824,'u2j'),
(72825,'k6k'),
(72826,'jth'),
(72827,'k75'),
(72828,'7tu'),
(72829,'1yr'),
(72830,'9me'),
(72831,'pfd'),
(72832,'lta'),
(72833,'rgp'),
(72834,'tjm'),
(72835,'fku'),
(72836,'a7k'),
(72837,'5tx'),
(72838,'7go'),
(72839,'6rb'),
(72840,'6v7'),
(72841,'yiy'),
(72842,'czz'),
(72843,'acg'),
(72844,'w38'),
(72845,'dcd'),
(72846,'ts8'),
(72847,'wdr'),
(72848,'oec'),
(72849,'czy'),
(72850,'7oa'),
(72851,'gjj'),
(72852,'5s9'),
(72853,'2kd'),
(72854,'nxe'),
(72855,'ddc'),
(72856,'ua4'),
(72857,'y9z'),
(72858,'zmi'),
(72859,'dyt'),
(72860,'4lt'),
(72861,'6tt'),
(72862,'3c2'),
(72863,'oxx'),
(72864,'33e'),
(72865,'a2o'),
(72866,'dkz'),
(72867,'kp6'),
(72868,'k7p'),
(72869,'hlz'),
(72870,'xiz'),
(72871,'ap2'),
(72872,'4ic'),
(72873,'ijk'),
(72874,'oxt'),
(72875,'n3m'),
(72876,'ntc'),
(72877,'i7m'),
(72878,'8m5'),
(72879,'ob5'),
(72880,'s21'),
(72881,'217'),
(72882,'gec'),
(72883,'i6b'),
(72884,'ucy'),
(72885,'i3a'),
(72886,'wn8'),
(72887,'wtj'),
(72888,'i7q'),
(72889,'9fu'),
(72890,'zb4'),
(72891,'usc'),
(72892,'akr'),
(72893,'f8u'),
(72894,'gai'),
(72895,'rs1'),
(72896,'j9r'),
(72897,'cj6'),
(72898,'1lv'),
(72899,'8x9'),
(72900,'7ub'),
(72901,'jsi'),
(72902,'lhf'),
(72903,'vb1'),
(72904,'bv4'),
(72905,'hzm'),
(72906,'nn6'),
(72907,'lnp'),
(72908,'185'),
(72909,'s8b'),
(72910,'zgm'),
(72911,'czu'),
(72912,'b6o'),
(72913,'cz4'),
(72914,'7n1'),
(72915,'k7p'),
(72916,'m9n'),
(72917,'9ej'),
(72918,'d6u'),
(72919,'zma'),
(72920,'6ul'),
(72921,'ffc'),
(72922,'o9e'),
(72923,'1v7'),
(72924,'how'),
(72925,'xys'),
(72926,'oq5'),
(72927,'cwq'),
(72928,'kcj'),
(72929,'64o'),
(72930,'dl4'),
(72931,'asl'),
(72932,'5vo'),
(72933,'mgu'),
(72934,'k6q'),
(72935,'ect'),
(72936,'q34'),
(72937,'kg2'),
(72938,'4ln'),
(72939,'xjz'),
(72940,'cv7'),
(72941,'h3z'),
(72942,'fnh'),
(72943,'lwy'),
(72944,'hp2'),
(72945,'23h'),
(72946,'9td'),
(72947,'o8g'),
(72948,'gta'),
(72949,'gnl'),
(72950,'9hf'),
(72951,'zqi'),
(72952,'lzh'),
(72953,'87p'),
(72954,'dgd'),
(72955,'dj2'),
(72956,'prv'),
(72957,'wui'),
(72958,'8r5'),
(72959,'gb7'),
(72960,'xw9'),
(72961,'11k'),
(72962,'1rx'),
(72963,'8eq'),
(72964,'7w2'),
(72965,'n8p'),
(72966,'gx1'),
(72967,'avl'),
(72968,'kne'),
(72969,'bau'),
(72970,'3kz'),
(72971,'mnn'),
(72972,'eyc'),
(72973,'sib'),
(72974,'z9m'),
(72975,'lc6'),
(72976,'t5e'),
(72977,'34z'),
(72978,'zrj'),
(72979,'ozk'),
(72980,'l2d'),
(72981,'wrs'),
(72982,'ekg'),
(72983,'4bn'),
(72984,'8w5'),
(72985,'zh1'),
(72986,'w5z'),
(72987,'m8m'),
(72988,'wic'),
(72989,'z8h'),
(72990,'dco'),
(72991,'fbi'),
(72992,'51p'),
(72993,'huq'),
(72994,'62n'),
(72995,'hwu'),
(72996,'tk9'),
(72997,'m1u'),
(72998,'7qy'),
(72999,'6e1'),
(73000,'bd7'),
(73001,'zyt'),
(73002,'eph'),
(73003,'fkp'),
(73004,'jzq'),
(73005,'brf'),
(73006,'8w5'),
(73007,'nry'),
(73008,'mwl'),
(73009,'x2i'),
(73010,'26i'),
(73011,'sy7'),
(73012,'yve'),
(73013,'5nf'),
(73014,'864'),
(73015,'65v'),
(73016,'ghb'),
(73017,'x82'),
(73018,'12t'),
(73019,'9xm'),
(73020,'mam'),
(73021,'gu2'),
(73022,'nwz'),
(73023,'g7c'),
(73024,'7qn'),
(73025,'272'),
(73026,'grp'),
(73027,'75j'),
(73028,'dok'),
(73029,'lat'),
(73030,'h9o'),
(73031,'pw2'),
(73032,'41e'),
(73033,'os7'),
(73034,'y92'),
(73035,'giu'),
(73036,'124'),
(73037,'2w5'),
(73038,'u4o'),
(73039,'l8v'),
(73040,'vse'),
(73041,'s29'),
(73042,'ru9'),
(73043,'icg'),
(73044,'lq5'),
(73045,'zm3'),
(73046,'kj2'),
(73047,'poq'),
(73048,'ol2'),
(73049,'fqx'),
(73050,'k77'),
(73051,'qd7'),
(73052,'exx'),
(73053,'tv2'),
(73054,'6zu'),
(73055,'s3k'),
(73056,'wy4'),
(73057,'c6g'),
(73058,'gbn'),
(73059,'3s4'),
(73060,'1pp'),
(73061,'rvu'),
(73062,'gy6'),
(73063,'z8f'),
(73064,'iaz'),
(73065,'ah9'),
(73066,'ll7'),
(73067,'bvw'),
(73068,'a77'),
(73069,'t5p'),
(73070,'qnf'),
(73071,'bus'),
(73072,'mlt'),
(73073,'ui6'),
(73074,'qr9'),
(73075,'ida'),
(73076,'c8x'),
(73077,'co9'),
(73078,'jp7'),
(73079,'z2e'),
(73080,'21m'),
(73081,'9mr'),
(73082,'jgx'),
(73083,'uyk'),
(73084,'yfk'),
(73085,'8y6'),
(73086,'ity'),
(73087,'jd3'),
(73088,'yef'),
(73089,'hvr'),
(73090,'9db'),
(73091,'gdm'),
(73092,'y1r'),
(73093,'cwk'),
(73094,'s46'),
(73095,'8gh'),
(73096,'1sj'),
(73097,'aqc'),
(73098,'pc2'),
(73099,'uhc'),
(73100,'vr4'),
(73101,'njj'),
(73102,'rzq'),
(73103,'1ay'),
(73104,'84w'),
(73105,'uin'),
(73106,'sm6'),
(73107,'eud'),
(73108,'dxc'),
(73109,'e81'),
(73110,'kdl'),
(73111,'6xc'),
(73112,'kox'),
(73113,'61d'),
(73114,'5sf'),
(73115,'ixf'),
(73116,'oye'),
(73117,'85d'),
(73118,'ct1'),
(73119,'dlq'),
(73120,'icw'),
(73121,'hpq'),
(73122,'y4y'),
(73123,'ls2'),
(73124,'qdd'),
(73125,'gsf'),
(73126,'mcz'),
(73127,'3h8'),
(73128,'t8l'),
(73129,'b1o'),
(73130,'yn8'),
(73131,'obp'),
(73132,'2r2'),
(73133,'l91'),
(73134,'x1n'),
(73135,'eo9'),
(73136,'nt7'),
(73137,'unf'),
(73138,'guv'),
(73139,'2hm'),
(73140,'n9i'),
(73141,'axh'),
(73142,'8br'),
(73143,'snw'),
(73144,'l81'),
(73145,'vcr'),
(73146,'6vg'),
(73147,'vhv'),
(73148,'ujl'),
(73149,'1o8'),
(73150,'52n'),
(73151,'qak'),
(73152,'v8m'),
(73153,'p41'),
(73154,'qdc'),
(73155,'uap'),
(73156,'kcl'),
(73157,'pgz'),
(73158,'kjk'),
(73159,'gc4'),
(73160,'jfr'),
(73161,'89a'),
(73162,'v8m'),
(73163,'y7i'),
(73164,'x3h'),
(73165,'w72'),
(73166,'fyr'),
(73167,'gdq'),
(73168,'sol'),
(73169,'hqc'),
(73170,'pjs'),
(73171,'csc'),
(73172,'y15'),
(73173,'5dv'),
(73174,'icy'),
(73175,'c2v'),
(73176,'yqz'),
(73177,'6z5'),
(73178,'3id'),
(73179,'t9f'),
(73180,'4zj'),
